* Block Type = Fast 96-Well Block (0.1mL)
* Calibration Background is expired  = Yes
* Calibration Background performed on = 03-02-2017
* Calibration Normalization FAM-ROX is expired = Yes
* Calibration Normalization FAM-ROX performed on = 03-02-2017
* Calibration Normalization VIC-ROX is expired = Yes
* Calibration Normalization VIC-ROX performed on = 03-02-2017
* Calibration Pure Dye FAM is expired = Yes
* Calibration Pure Dye FAM performed on = 03-02-2017
* Calibration Pure Dye NED is expired = Yes
* Calibration Pure Dye NED performed on = 03-02-2017
* Calibration Pure Dye ROX is expired = Yes
* Calibration Pure Dye ROX performed on = 03-02-2017
* Calibration Pure Dye SYBR is expired = Yes
* Calibration Pure Dye SYBR performed on = 03-02-2017
* Calibration Pure Dye TAMRA is expired = Yes
* Calibration Pure Dye TAMRA performed on = 03-02-2017
* Calibration Pure Dye VIC is expired = Yes
* Calibration Pure Dye VIC performed on = 03-02-2017
* Calibration ROI is expired  = Yes
* Calibration ROI performed on = 03-02-2017
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on = 03-02-2017
* Chemistry = SYBR_GREEN
* Date Created = 2017-12-26 11:03:28 AM CST
* Date Modified = 2017-12-26 13:50:36 PM CST
* Experiment Barcode = 
* Experiment Comment = NA
* Experiment File Name = D:\PB\2017-12-26 110328.eds
* Experiment Name = 2017-12-26 110328
* Experiment Run Start Time = 2017-12-26 21:15:40 PM CST
* Experiment Run Stop Time = 2017-12-26 22:18:15 PM CST
* Experiment Type = Standard Curve
* Instrument Name = 278860552
* Instrument Serial Number = 278860552
* Instrument Type = QuantStudio(TM) 6 Flex System
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2
* User Name = NA

[Sample Setup]
Well	Well Position	Sample Name	Sample Color	Biogroup Name	Biogroup Color	Target Name	Target Color	Task	Reporter	Quencher	Quantity	Comments
84	G12	false	TCT2017121802CK7-P	q6-226	UNKNOWN	SYBR	None	32.983	32.689	0.415								true	0.293	true	1	45		75.176	78.496		Y	N
85	H1	false	2ng gDNA	q6-226	UNKNOWN	SYBR	None	25.253	25.182	0.101								true	0.293	true	1	45		81.035			N	N
86	H2	false	TCT2017121801	q6-226	UNKNOWN	SYBR	None	25.038	24.979	0.082								true	0.293	true	1	45		81.132			N	N
87	H3	false	TCT2017121802A1	q6-226	UNKNOWN	SYBR	None	24.892	24.821	0.100								true	0.293	true	1	45		81.230			N	N
88	H4	false	TCT2017121802A2	q6-226	UNKNOWN	SYBR	None	26.023	26.114	0.129								true	0.293	true	1	45		81.328			N	N
89	H5	false	TCT2017122001A1	q6-226	UNKNOWN	SYBR	None	24.835	24.853	0.026								true	0.293	true	1	45		81.328			N	N
90	H6	false	TCT2017122001A2	q6-226	UNKNOWN	SYBR	None	25.784	25.703	0.114								true	0.293	true	1	45		81.328			N	N
91	H7	false	PB2017122003pool1	q6-226	UNKNOWN	SYBR	None	32.682	33.116	0.614								true	0.293	true	1	45		80.937			N	Y
92	H8	false	PB2017122003pool2	q6-226	UNKNOWN	SYBR	None	22.042	21.993	0.070								true	0.293	true	1	45		81.230			N	N
93	H9	false	PB2017122201pool1	q6-226	UNKNOWN	SYBR	None	34.901	35.377	0.672								true	0.293	true	1	45		75.371	85.722	88.651	Y	Y
94	H10	false	PB2017122201pool2	q6-226	UNKNOWN	SYBR	None	23.999	24.020	0.029								true	0.293	true	1	45		81.035			N	N
95	H11	false	TCT2017121802CK7	q6-226	UNKNOWN	SYBR	None	24.095	24.036	0.083								true	0.293	true	1	45		81.035			N	N
96	H12	false	TCT2017121802CK7-P	q6-226	UNKNOWN	SYBR	None	32.395	32.689	0.415								true	0.293	true	1	45		75.371	82.695		Y	N


[Melt Curve Raw Data]
Well	Well Position	Reading	Temperature	Fluorescence	Derivative
1	A1	1	60.138	3.624	0.152
1	A1	2	60.333	3.615	0.154
1	A1	3	60.528	3.597	0.155
1	A1	4	60.723	3.581	0.157
1	A1	5	60.919	3.565	0.157
1	A1	6	61.114	3.549	0.157
1	A1	7	61.309	3.529	0.156
1	A1	8	61.505	3.513	0.156
1	A1	9	61.700	3.502	0.155
1	A1	10	61.895	3.486	0.155
1	A1	11	62.091	3.467	0.155
1	A1	12	62.286	3.450	0.155
1	A1	13	62.481	3.434	0.155
1	A1	14	62.676	3.422	0.154
1	A1	15	62.872	3.403	0.153
1	A1	16	63.067	3.381	0.152
1	A1	17	63.262	3.369	0.152
1	A1	18	63.458	3.355	0.151
1	A1	19	63.653	3.345	0.152
1	A1	20	63.848	3.325	0.154
1	A1	21	64.044	3.309	0.155
1	A1	22	64.239	3.292	0.157
1	A1	23	64.434	3.276	0.158
1	A1	24	64.629	3.260	0.159
1	A1	25	64.825	3.241	0.159
1	A1	26	65.020	3.227	0.158
1	A1	27	65.215	3.210	0.157
1	A1	28	65.411	3.191	0.156
1	A1	29	65.606	3.177	0.155
1	A1	30	65.801	3.162	0.154
1	A1	31	65.997	3.147	0.154
1	A1	32	66.192	3.130	0.155
1	A1	33	66.387	3.114	0.156
1	A1	34	66.582	3.101	0.157
1	A1	35	66.778	3.076	0.158
1	A1	36	66.973	3.065	0.158
1	A1	37	67.168	3.047	0.158
1	A1	38	67.364	3.030	0.157
1	A1	39	67.559	3.012	0.156
1	A1	40	67.754	2.996	0.155
1	A1	41	67.950	2.983	0.154
1	A1	42	68.145	2.966	0.154
1	A1	43	68.340	2.952	0.154
1	A1	44	68.535	2.932	0.154
1	A1	45	68.731	2.921	0.154
1	A1	46	68.926	2.904	0.153
1	A1	47	69.121	2.883	0.152
1	A1	48	69.317	2.871	0.151
1	A1	49	69.512	2.851	0.150
1	A1	50	69.707	2.839	0.150
1	A1	51	69.903	2.829	0.150
1	A1	52	70.098	2.808	0.150
1	A1	53	70.293	2.787	0.150
1	A1	54	70.488	2.779	0.151
1	A1	55	70.684	2.761	0.151
1	A1	56	70.879	2.745	0.152
1	A1	57	71.074	2.729	0.152
1	A1	58	71.270	2.713	0.153
1	A1	59	71.465	2.698	0.154
1	A1	60	71.660	2.681	0.155
1	A1	61	71.856	2.663	0.157
1	A1	62	72.051	2.650	0.160
1	A1	63	72.246	2.633	0.164
1	A1	64	72.441	2.615	0.170
1	A1	65	72.637	2.599	0.177
1	A1	66	72.832	2.582	0.187
1	A1	67	73.027	2.560	0.200
1	A1	68	73.223	2.540	0.218
1	A1	69	73.418	2.519	0.241
1	A1	70	73.613	2.497	0.273
1	A1	71	73.809	2.471	0.314
1	A1	72	74.004	2.441	0.366
1	A1	73	74.199	2.405	0.430
1	A1	74	74.394	2.358	0.505
1	A1	75	74.590	2.306	0.591
1	A1	76	74.785	2.243	0.684
1	A1	77	74.980	2.165	0.784
1	A1	78	75.176	2.068	0.887
1	A1	79	75.371	1.961	0.991
1	A1	80	75.566	1.852	1.096
1	A1	81	75.762	1.737	1.198
1	A1	82	75.957	1.600	1.293
1	A1	83	76.152	1.449	1.374
1	A1	84	76.347	1.279	1.436
1	A1	85	76.543	1.109	1.469
1	A1	86	76.738	0.935	1.468
1	A1	87	76.933	0.763	1.429
1	A1	88	77.129	0.599	1.352
1	A1	89	77.324	0.448	1.240
1	A1	90	77.519	0.313	1.101
1	A1	91	77.715	0.205	0.943
1	A1	92	77.910	0.131	0.779
1	A1	93	78.105	0.085	0.621
1	A1	94	78.300	0.056	0.479
1	A1	95	78.496	0.034	0.359
1	A1	96	78.691	0.017	0.263
1	A1	97	78.886	0.005	0.190
1	A1	98	79.082	-0.002	0.138
1	A1	99	79.277	-0.008	0.100
1	A1	100	79.472	-0.013	0.074
1	A1	101	79.668	-0.018	0.055
1	A1	102	79.863	-0.021	0.042
1	A1	103	80.058	-0.023	0.033
1	A1	104	80.253	-0.024	0.026
1	A1	105	80.449	-0.027	0.021
1	A1	106	80.644	-0.029	0.018
1	A1	107	80.839	-0.030	0.015
1	A1	108	81.035	-0.031	0.013
1	A1	109	81.230	-0.031	0.012
1	A1	110	81.425	-0.033	0.011
1	A1	111	81.621	-0.034	0.010
1	A1	112	81.816	-0.036	0.009
1	A1	113	82.011	-0.036	0.009
1	A1	114	82.206	-0.037	0.008
1	A1	115	82.402	-0.038	0.008
1	A1	116	82.597	-0.039	0.007
1	A1	117	82.792	-0.040	0.007
1	A1	118	82.988	-0.039	0.006
1	A1	119	83.183	-0.040	0.006
1	A1	120	83.378	-0.041	0.005
1	A1	121	83.574	-0.041	0.005
1	A1	122	83.769	-0.042	0.005
1	A1	123	83.964	-0.041	0.005
1	A1	124	84.159	-0.044	0.005
1	A1	125	84.355	-0.042	0.005
1	A1	126	84.550	-0.044	0.005
1	A1	127	84.745	-0.045	0.005
1	A1	128	84.941	-0.045	0.004
1	A1	129	85.136	-0.045	0.004
1	A1	130	85.331	-0.046	0.003
1	A1	131	85.527	-0.046	0.003
1	A1	132	85.722	-0.045	0.002
1	A1	133	85.917	-0.046	0.002
1	A1	134	86.112	-0.046	0.002
1	A1	135	86.308	-0.046	0.002
1	A1	136	86.503	-0.047	0.002
1	A1	137	86.698	-0.048	0.002
1	A1	138	86.894	-0.047	0.002
1	A1	139	87.089	-0.047	0.002
1	A1	140	87.284	-0.047	0.002
1	A1	141	87.480	-0.047	0.002
1	A1	142	87.675	-0.048	0.002
1	A1	143	87.870	-0.049	0.002
1	A1	144	88.065	-0.048	0.002
1	A1	145	88.261	-0.049	0.001
1	A1	146	88.456	-0.049	0.001
1	A1	147	88.651	-0.048	0.001
1	A1	148	88.847	-0.048	0.001
1	A1	149	89.042	-0.049	0.001
1	A1	150	89.237	-0.050	0.001
1	A1	151	89.433	-0.050	0.001
1	A1	152	89.628	-0.049	0.001
1	A1	153	89.823	-0.049	0.000
1	A1	154	90.018	-0.049	0.001
1	A1	155	90.214	-0.049	0.001
1	A1	156	90.409	-0.050	0.001
1	A1	157	90.604	-0.049	0.001
1	A1	158	90.800	-0.050	0.001
1	A1	159	90.995	-0.050	0.001
1	A1	160	91.190	-0.050	0.001
1	A1	161	91.386	-0.050	0.001
1	A1	162	91.581	-0.050	0.001
1	A1	163	91.776	-0.050	0.001
1	A1	164	91.971	-0.051	0.001
1	A1	165	92.167	-0.052	0.001
1	A1	166	92.362	-0.050	0.001
1	A1	167	92.557	-0.051	0.001
1	A1	168	92.753	-0.052	0.001
1	A1	169	92.948	-0.050	0.000
1	A1	170	93.143	-0.052	0.001
1	A1	171	93.339	-0.051	0.001
1	A1	172	93.534	-0.050	0.001
1	A1	173	93.729	-0.052	0.001
1	A1	174	93.924	-0.051	0.001
1	A1	175	94.120	-0.051	0.001
1	A1	176	94.315	-0.052	0.001
1	A1	177	94.510	-0.052	0.001
1	A1	178	94.706	-0.052	0.000
1	A1	179	94.901	-0.051	0.000
2	A2	1	60.138	3.584	0.137
2	A2	2	60.333	3.580	0.136
2	A2	3	60.528	3.562	0.135
2	A2	4	60.723	3.552	0.135
2	A2	5	60.919	3.538	0.135
2	A2	6	61.114	3.528	0.136
2	A2	7	61.309	3.510	0.137
2	A2	8	61.505	3.495	0.139
2	A2	9	61.700	3.479	0.140
2	A2	10	61.895	3.467	0.141
2	A2	11	62.091	3.452	0.142
2	A2	12	62.286	3.432	0.142
2	A2	13	62.481	3.423	0.143
2	A2	14	62.676	3.401	0.143
2	A2	15	62.872	3.390	0.143
2	A2	16	63.067	3.376	0.144
2	A2	17	63.262	3.362	0.145
2	A2	18	63.458	3.344	0.146
2	A2	19	63.653	3.325	0.147
2	A2	20	63.848	3.315	0.148
2	A2	21	64.044	3.299	0.149
2	A2	22	64.239	3.284	0.150
2	A2	23	64.434	3.266	0.151
2	A2	24	64.629	3.249	0.152
2	A2	25	64.825	3.235	0.152
2	A2	26	65.020	3.217	0.153
2	A2	27	65.215	3.204	0.154
2	A2	28	65.411	3.187	0.154
2	A2	29	65.606	3.171	0.155
2	A2	30	65.801	3.152	0.156
2	A2	31	65.997	3.137	0.156
2	A2	32	66.192	3.122	0.156
2	A2	33	66.387	3.101	0.155
2	A2	34	66.582	3.085	0.154
2	A2	35	66.778	3.072	0.153
2	A2	36	66.973	3.055	0.152
2	A2	37	67.168	3.039	0.152
2	A2	38	67.364	3.022	0.152
2	A2	39	67.559	3.006	0.152
2	A2	40	67.754	2.991	0.151
2	A2	41	67.950	2.971	0.151
2	A2	42	68.145	2.959	0.151
2	A2	43	68.340	2.942	0.151
2	A2	44	68.535	2.927	0.151
2	A2	45	68.731	2.914	0.151
2	A2	46	68.926	2.894	0.151
2	A2	47	69.121	2.879	0.152
2	A2	48	69.317	2.862	0.152
2	A2	49	69.512	2.848	0.152
2	A2	50	69.707	2.830	0.152
2	A2	51	69.903	2.814	0.152
2	A2	52	70.098	2.800	0.152
2	A2	53	70.293	2.781	0.152
2	A2	54	70.488	2.766	0.153
2	A2	55	70.684	2.752	0.153
2	A2	56	70.879	2.732	0.153
2	A2	57	71.074	2.718	0.154
2	A2	58	71.270	2.702	0.155
2	A2	59	71.465	2.685	0.156
2	A2	60	71.660	2.668	0.158
2	A2	61	71.856	2.653	0.160
2	A2	62	72.051	2.634	0.162
2	A2	63	72.246	2.617	0.165
2	A2	64	72.441	2.600	0.170
2	A2	65	72.637	2.582	0.176
2	A2	66	72.832	2.567	0.184
2	A2	67	73.027	2.546	0.195
2	A2	68	73.223	2.525	0.210
2	A2	69	73.418	2.504	0.230
2	A2	70	73.613	2.483	0.256
2	A2	71	73.809	2.458	0.290
2	A2	72	74.004	2.427	0.334
2	A2	73	74.199	2.392	0.387
2	A2	74	74.394	2.354	0.452
2	A2	75	74.590	2.306	0.528
2	A2	76	74.785	2.252	0.615
2	A2	77	74.980	2.181	0.711
2	A2	78	75.176	2.098	0.817
2	A2	79	75.371	2.007	0.929
2	A2	80	75.566	1.899	1.044
2	A2	81	75.762	1.782	1.158
2	A2	82	75.957	1.644	1.263
2	A2	83	76.152	1.487	1.353
2	A2	84	76.347	1.316	1.419
2	A2	85	76.543	1.142	1.454
2	A2	86	76.738	0.972	1.455
2	A2	87	76.933	0.801	1.420
2	A2	88	77.129	0.638	1.348
2	A2	89	77.324	0.489	1.242
2	A2	90	77.519	0.352	1.109
2	A2	91	77.715	0.236	0.955
2	A2	92	77.910	0.147	0.790
2	A2	93	78.105	0.091	0.626
2	A2	94	78.300	0.062	0.474
2	A2	95	78.496	0.051	0.343
2	A2	96	78.691	0.044	0.239
2	A2	97	78.886	0.040	0.163
2	A2	98	79.082	0.035	0.110
2	A2	99	79.277	0.031	0.077
2	A2	100	79.472	0.027	0.058
2	A2	101	79.668	0.022	0.048
2	A2	102	79.863	0.019	0.042
2	A2	103	80.058	0.015	0.039
2	A2	104	80.253	0.010	0.037
2	A2	105	80.449	0.006	0.035
2	A2	106	80.644	0.003	0.034
2	A2	107	80.839	-0.001	0.032
2	A2	108	81.035	-0.003	0.031
2	A2	109	81.230	-0.006	0.030
2	A2	110	81.425	-0.010	0.028
2	A2	111	81.621	-0.012	0.027
2	A2	112	81.816	-0.016	0.025
2	A2	113	82.011	-0.019	0.023
2	A2	114	82.206	-0.020	0.021
2	A2	115	82.402	-0.022	0.019
2	A2	116	82.597	-0.024	0.017
2	A2	117	82.792	-0.024	0.016
2	A2	118	82.988	-0.027	0.014
2	A2	119	83.183	-0.028	0.014
2	A2	120	83.378	-0.030	0.013
2	A2	121	83.574	-0.031	0.012
2	A2	122	83.769	-0.031	0.012
2	A2	123	83.964	-0.033	0.011
2	A2	124	84.159	-0.034	0.011
2	A2	125	84.355	-0.036	0.010
2	A2	126	84.550	-0.036	0.009
2	A2	127	84.745	-0.037	0.009
2	A2	128	84.941	-0.038	0.008
2	A2	129	85.136	-0.038	0.008
2	A2	130	85.331	-0.039	0.008
2	A2	131	85.527	-0.040	0.008
2	A2	132	85.722	-0.041	0.008
2	A2	133	85.917	-0.041	0.008
2	A2	134	86.112	-0.042	0.008
2	A2	135	86.308	-0.043	0.008
2	A2	136	86.503	-0.045	0.009
2	A2	137	86.698	-0.045	0.009
2	A2	138	86.894	-0.046	0.008
2	A2	139	87.089	-0.048	0.008
2	A2	140	87.284	-0.048	0.007
2	A2	141	87.480	-0.049	0.006
2	A2	142	87.675	-0.048	0.005
2	A2	143	87.870	-0.049	0.004
2	A2	144	88.065	-0.051	0.003
2	A2	145	88.261	-0.050	0.003
2	A2	146	88.456	-0.050	0.002
2	A2	147	88.651	-0.050	0.002
2	A2	148	88.847	-0.050	0.002
2	A2	149	89.042	-0.050	0.002
2	A2	150	89.237	-0.051	0.002
2	A2	151	89.433	-0.052	0.002
2	A2	152	89.628	-0.052	0.002
2	A2	153	89.823	-0.052	0.002
2	A2	154	90.018	-0.052	0.002
2	A2	155	90.214	-0.052	0.001
2	A2	156	90.409	-0.052	0.001
2	A2	157	90.604	-0.053	0.001
2	A2	158	90.800	-0.052	0.001
2	A2	159	90.995	-0.052	0.001
2	A2	160	91.190	-0.052	0.001
2	A2	161	91.386	-0.052	0.001
2	A2	162	91.581	-0.052	0.001
2	A2	163	91.776	-0.053	0.001
2	A2	164	91.971	-0.053	0.001
2	A2	165	92.167	-0.053	0.001
2	A2	166	92.362	-0.053	0.001
2	A2	167	92.557	-0.053	0.001
2	A2	168	92.753	-0.052	0.000
2	A2	169	92.948	-0.052	0.000
2	A2	170	93.143	-0.053	0.001
2	A2	171	93.339	-0.053	0.001
2	A2	172	93.534	-0.053	0.001
2	A2	173	93.729	-0.054	0.001
2	A2	174	93.924	-0.053	0.000
2	A2	175	94.120	-0.053	0.000
2	A2	176	94.315	-0.053	0.000
2	A2	177	94.510	-0.053	0.000
2	A2	178	94.706	-0.053	-0.000
2	A2	179	94.901	-0.053	-0.000
3	A3	1	60.138	3.258	0.144
3	A3	2	60.333	3.243	0.144
3	A3	3	60.528	3.234	0.143
3	A3	4	60.723	3.219	0.142
3	A3	5	60.919	3.207	0.143
3	A3	6	61.114	3.194	0.144
3	A3	7	61.309	3.183	0.145
3	A3	8	61.505	3.162	0.147
3	A3	9	61.700	3.148	0.149
3	A3	10	61.895	3.140	0.151
3	A3	11	62.091	3.116	0.151
3	A3	12	62.286	3.104	0.151
3	A3	13	62.481	3.088	0.150
3	A3	14	62.676	3.072	0.149
3	A3	15	62.872	3.059	0.148
3	A3	16	63.067	3.040	0.148
3	A3	17	63.262	3.034	0.149
3	A3	18	63.458	3.015	0.150
3	A3	19	63.653	3.002	0.151
3	A3	20	63.848	2.983	0.152
3	A3	21	64.044	2.971	0.153
3	A3	22	64.239	2.952	0.154
3	A3	23	64.434	2.937	0.154
3	A3	24	64.629	2.929	0.154
3	A3	25	64.825	2.907	0.154
3	A3	26	65.020	2.893	0.154
3	A3	27	65.215	2.880	0.154
3	A3	28	65.411	2.862	0.154
3	A3	29	65.606	2.845	0.153
3	A3	30	65.801	2.831	0.152
3	A3	31	65.997	2.821	0.152
3	A3	32	66.192	2.800	0.152
3	A3	33	66.387	2.786	0.152
3	A3	34	66.582	2.773	0.152
3	A3	35	66.778	2.757	0.153
3	A3	36	66.973	2.742	0.154
3	A3	37	67.168	2.728	0.155
3	A3	38	67.364	2.705	0.156
3	A3	39	67.559	2.698	0.157
3	A3	40	67.754	2.675	0.157
3	A3	41	67.950	2.665	0.158
3	A3	42	68.145	2.647	0.158
3	A3	43	68.340	2.633	0.157
3	A3	44	68.535	2.612	0.157
3	A3	45	68.731	2.601	0.155
3	A3	46	68.926	2.584	0.154
3	A3	47	69.121	2.569	0.152
3	A3	48	69.317	2.554	0.150
3	A3	49	69.512	2.536	0.149
3	A3	50	69.707	2.527	0.149
3	A3	51	69.903	2.516	0.149
3	A3	52	70.098	2.491	0.149
3	A3	53	70.293	2.479	0.150
3	A3	54	70.488	2.467	0.150
3	A3	55	70.684	2.449	0.150
3	A3	56	70.879	2.436	0.150
3	A3	57	71.074	2.418	0.150
3	A3	58	71.270	2.402	0.151
3	A3	59	71.465	2.393	0.151
3	A3	60	71.660	2.374	0.153
3	A3	61	71.856	2.360	0.155
3	A3	62	72.051	2.344	0.158
3	A3	63	72.246	2.328	0.161
3	A3	64	72.441	2.315	0.166
3	A3	65	72.637	2.294	0.172
3	A3	66	72.832	2.279	0.180
3	A3	67	73.027	2.262	0.190
3	A3	68	73.223	2.243	0.203
3	A3	69	73.418	2.224	0.221
3	A3	70	73.613	2.206	0.244
3	A3	71	73.809	2.178	0.274
3	A3	72	74.004	2.152	0.312
3	A3	73	74.199	2.125	0.361
3	A3	74	74.394	2.092	0.420
3	A3	75	74.590	2.048	0.490
3	A3	76	74.785	2.001	0.573
3	A3	77	74.980	1.942	0.666
3	A3	78	75.176	1.871	0.769
3	A3	79	75.371	1.786	0.878
3	A3	80	75.566	1.689	0.991
3	A3	81	75.762	1.583	1.101
3	A3	82	75.957	1.460	1.203
3	A3	83	76.152	1.321	1.288
3	A3	84	76.347	1.164	1.348
3	A3	85	76.543	1.005	1.377
3	A3	86	76.738	0.850	1.370
3	A3	87	76.933	0.698	1.327
3	A3	88	77.129	0.555	1.250
3	A3	89	77.324	0.426	1.144
3	A3	90	77.519	0.315	1.019
3	A3	91	77.715	0.222	0.882
3	A3	92	77.910	0.155	0.746
3	A3	93	78.105	0.108	0.617
3	A3	94	78.300	0.074	0.504
3	A3	95	78.496	0.047	0.409
3	A3	96	78.691	0.018	0.333
3	A3	97	78.886	-0.007	0.273
3	A3	98	79.082	-0.026	0.228
3	A3	99	79.277	-0.041	0.194
3	A3	100	79.472	-0.054	0.168
3	A3	101	79.668	-0.067	0.149
3	A3	102	79.863	-0.076	0.136
3	A3	103	80.058	-0.086	0.126
3	A3	104	80.253	-0.099	0.118
3	A3	105	80.449	-0.116	0.109
3	A3	106	80.644	-0.130	0.098
3	A3	107	80.839	-0.138	0.086
3	A3	108	81.035	-0.143	0.072
3	A3	109	81.230	-0.147	0.059
3	A3	110	81.425	-0.150	0.047
3	A3	111	81.621	-0.152	0.037
3	A3	112	81.816	-0.155	0.029
3	A3	113	82.011	-0.156	0.023
3	A3	114	82.206	-0.157	0.018
3	A3	115	82.402	-0.158	0.015
3	A3	116	82.597	-0.160	0.013
3	A3	117	82.792	-0.161	0.011
3	A3	118	82.988	-0.161	0.010
3	A3	119	83.183	-0.163	0.009
3	A3	120	83.378	-0.163	0.008
3	A3	121	83.574	-0.164	0.008
3	A3	122	83.769	-0.165	0.007
3	A3	123	83.964	-0.165	0.007
3	A3	124	84.159	-0.166	0.006
3	A3	125	84.355	-0.166	0.006
3	A3	126	84.550	-0.167	0.006
3	A3	127	84.745	-0.167	0.006
3	A3	128	84.941	-0.168	0.006
3	A3	129	85.136	-0.169	0.006
3	A3	130	85.331	-0.169	0.006
3	A3	131	85.527	-0.170	0.006
3	A3	132	85.722	-0.171	0.005
3	A3	133	85.917	-0.171	0.005
3	A3	134	86.112	-0.171	0.005
3	A3	135	86.308	-0.172	0.005
3	A3	136	86.503	-0.172	0.005
3	A3	137	86.698	-0.173	0.005
3	A3	138	86.894	-0.173	0.005
3	A3	139	87.089	-0.174	0.005
3	A3	140	87.284	-0.174	0.004
3	A3	141	87.480	-0.174	0.004
3	A3	142	87.675	-0.175	0.004
3	A3	143	87.870	-0.175	0.004
3	A3	144	88.065	-0.176	0.004
3	A3	145	88.261	-0.176	0.004
3	A3	146	88.456	-0.177	0.004
3	A3	147	88.651	-0.177	0.004
3	A3	148	88.847	-0.177	0.004
3	A3	149	89.042	-0.177	0.004
3	A3	150	89.237	-0.178	0.003
3	A3	151	89.433	-0.179	0.003
3	A3	152	89.628	-0.178	0.003
3	A3	153	89.823	-0.179	0.003
3	A3	154	90.018	-0.180	0.003
3	A3	155	90.214	-0.180	0.002
3	A3	156	90.409	-0.179	0.002
3	A3	157	90.604	-0.179	0.002
3	A3	158	90.800	-0.180	0.002
3	A3	159	90.995	-0.180	0.001
3	A3	160	91.190	-0.180	0.001
3	A3	161	91.386	-0.180	0.001
3	A3	162	91.581	-0.180	0.001
3	A3	163	91.776	-0.180	0.001
3	A3	164	91.971	-0.180	0.001
3	A3	165	92.167	-0.181	0.001
3	A3	166	92.362	-0.181	0.001
3	A3	167	92.557	-0.180	0.001
3	A3	168	92.753	-0.181	0.000
3	A3	169	92.948	-0.181	0.000
3	A3	170	93.143	-0.181	0.000
3	A3	171	93.339	-0.181	0.000
3	A3	172	93.534	-0.181	0.001
3	A3	173	93.729	-0.181	0.001
3	A3	174	93.924	-0.180	0.001
3	A3	175	94.120	-0.182	0.001
3	A3	176	94.315	-0.182	0.001
3	A3	177	94.510	-0.182	0.001
3	A3	178	94.706	-0.181	0.001
3	A3	179	94.901	-0.181	0.000
4	A4	1	60.138	3.050	0.256
4	A4	2	60.333	3.042	0.255
4	A4	3	60.528	3.038	0.255
4	A4	4	60.723	3.029	0.256
4	A4	5	60.919	3.015	0.259
4	A4	6	61.114	3.009	0.262
4	A4	7	61.309	2.998	0.267
4	A4	8	61.505	2.986	0.271
4	A4	9	61.700	2.975	0.274
4	A4	10	61.895	2.967	0.275
4	A4	11	62.091	2.953	0.275
4	A4	12	62.286	2.941	0.273
4	A4	13	62.481	2.931	0.269
4	A4	14	62.676	2.921	0.265
4	A4	15	62.872	2.908	0.261
4	A4	16	63.067	2.900	0.260
4	A4	17	63.262	2.889	0.261
4	A4	18	63.458	2.887	0.264
4	A4	19	63.653	2.872	0.269
4	A4	20	63.848	2.860	0.274
4	A4	21	64.044	2.849	0.278
4	A4	22	64.239	2.836	0.281
4	A4	23	64.434	2.827	0.283
4	A4	24	64.629	2.817	0.284
4	A4	25	64.825	2.806	0.286
4	A4	26	65.020	2.792	0.288
4	A4	27	65.215	2.783	0.292
4	A4	28	65.411	2.772	0.296
4	A4	29	65.606	2.761	0.300
4	A4	30	65.801	2.752	0.305
4	A4	31	65.997	2.732	0.309
4	A4	32	66.192	2.720	0.314
4	A4	33	66.387	2.715	0.320
4	A4	34	66.582	2.701	0.326
4	A4	35	66.778	2.686	0.333
4	A4	36	66.973	2.672	0.340
4	A4	37	67.168	2.660	0.346
4	A4	38	67.364	2.644	0.350
4	A4	39	67.559	2.628	0.352
4	A4	40	67.754	2.614	0.353
4	A4	41	67.950	2.603	0.354
4	A4	42	68.145	2.591	0.356
4	A4	43	68.340	2.574	0.359
4	A4	44	68.535	2.563	0.363
4	A4	45	68.731	2.547	0.369
4	A4	46	68.926	2.533	0.375
4	A4	47	69.121	2.516	0.381
4	A4	48	69.317	2.502	0.388
4	A4	49	69.512	2.491	0.395
4	A4	50	69.707	2.471	0.403
4	A4	51	69.903	2.455	0.411
4	A4	52	70.098	2.440	0.418
4	A4	53	70.293	2.422	0.427
4	A4	54	70.488	2.405	0.436
4	A4	55	70.684	2.388	0.447
4	A4	56	70.879	2.371	0.461
4	A4	57	71.074	2.355	0.477
4	A4	58	71.270	2.335	0.497
4	A4	59	71.465	2.316	0.518
4	A4	60	71.660	2.294	0.539
4	A4	61	71.856	2.269	0.560
4	A4	62	72.051	2.248	0.579
4	A4	63	72.246	2.224	0.596
4	A4	64	72.441	2.198	0.611
4	A4	65	72.637	2.177	0.623
4	A4	66	72.832	2.151	0.632
4	A4	67	73.027	2.123	0.638
4	A4	68	73.223	2.098	0.639
4	A4	69	73.418	2.072	0.634
4	A4	70	73.613	2.045	0.623
4	A4	71	73.809	2.021	0.608
4	A4	72	74.004	1.996	0.587
4	A4	73	74.199	1.974	0.564
4	A4	74	74.394	1.953	0.540
4	A4	75	74.590	1.933	0.516
4	A4	76	74.785	1.916	0.494
4	A4	77	74.980	1.898	0.476
4	A4	78	75.176	1.881	0.463
4	A4	79	75.371	1.864	0.455
4	A4	80	75.566	1.846	0.453
4	A4	81	75.762	1.830	0.455
4	A4	82	75.957	1.813	0.461
4	A4	83	76.152	1.792	0.470
4	A4	84	76.347	1.775	0.482
4	A4	85	76.543	1.757	0.495
